checkout_id,timestamp,amount,payment_method,device_type,session_duration_seconds,inactivity_seconds,retry_count,checkout_step_reached,network_quality,payment_status,failure_reason_code,otp_attempts,upi_collect_expired,dropoff_cause,recovered,time_to_recovery_minutes,minutes_since_dropoff,recovery_probability_ground_truth,was_recovered,touch_count,minutes_since_last_intervention,consecutive_ignored_interventions,opt_out_flag,recoverability_score,decision,stop_reason
CHK_007509,2026-01-26 18:46:00,7001.0,UPI,MOBILE,224,430,1,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,1357,0.2426,0,1,120,0,False,0.2426,STOP,COOLDOWN
CHK_007510,2026-01-17 06:42:00,3156.0,UPI,DESKTOP,120,246,1,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,3054,0.2412,0,3,2,1,False,0.2412,STOP,MAX_TOUCHES
CHK_007511,2026-01-07 21:26:00,8030.0,CARD,DESKTOP,637,114,1,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,265,0.3553,0,2,315,1,False,0.3553,STOP,COOLDOWN
CHK_007512,2026-01-13 06:00:00,1732.0,CARD,MOBILE,456,164,2,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,2589,0.3501,0,4,459,0,False,0.3501,STOP,MAX_TOUCHES
CHK_007513,2026-01-18 16:42:00,2053.0,WALLET,MOBILE,439,187,1,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,0,,327,0.5902,0,0,226,1,False,0.5902,CONTINUE,NONE
CHK_007514,2026-01-24 23:24:00,11326.0,WALLET,MOBILE,451,176,1,PAYMENT,Poor,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,1,238.0,347,0.355,1,0,78,0,False,0.355,CONTINUE,NONE
CHK_007515,2026-01-07 00:12:00,7081.0,CARD,DESKTOP,252,70,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,488,0.454,0,1,656,2,False,0.454,STOP,IGNORED_INTERVENTIONS
CHK_007516,2026-01-07 21:42:00,5560.0,UPI,MOBILE,524,429,0,PAYMENT,Poor,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,351,0.2814,0,2,753,2,False,0.2814,STOP,IGNORED_INTERVENTIONS
CHK_007517,2026-01-26 13:40:00,5026.0,WALLET,MOBILE,634,87,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,185,0.2331,0,0,543,3,False,0.2331,STOP,IGNORED_INTERVENTIONS
CHK_007518,2026-01-05 19:26:00,8747.0,UPI,MOBILE,121,448,0,PAYMENT,Average,FAILED,GATEWAY_ERROR,1,0,PAYMENT_FAILURE,0,,1252,0.3803,0,0,774,3,False,0.3803,STOP,IGNORED_INTERVENTIONS
CHK_007519,2026-01-16 18:28:00,1739.0,CARD,DESKTOP,130,110,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,258,0.4745,0,2,722,0,False,0.4745,CONTINUE,NONE
CHK_007520,2026-01-21 20:03:00,13404.0,UPI,MOBILE,800,322,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,837,0.1334,0,0,70,0,False,0.1334,STOP,LOW_RECOVERABILITY
CHK_007521,2026-01-03 14:12:00,1763.0,CARD,MOBILE,346,34,0,OTP,Poor,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,1,325.0,367,0.3004,1,0,895,1,False,0.3004,CONTINUE,NONE
CHK_007522,2026-01-19 07:06:00,8801.0,UPI,DESKTOP,292,205,0,CART,Average,ABANDONED,NONE,2,0,PRICE_HESITATION,0,,33,0.2677,0,1,196,0,False,0.2677,STOP,COOLDOWN
CHK_007523,2026-01-13 13:31:00,11160.0,WALLET,MOBILE,131,104,1,PAYMENT,Good,FAILED,GATEWAY_ERROR,1,0,PAYMENT_FAILURE,0,,462,0.4306,0,1,57,0,False,0.4306,STOP,COOLDOWN
CHK_007524,2026-01-30 02:15:00,1682.0,CARD,MOBILE,665,244,1,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,15.0,15,0.8233,1,2,423,0,False,0.8233,CONTINUE,NONE
CHK_007525,2026-01-07 15:17:00,4820.0,UPI,DESKTOP,465,45,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,116,0.4314,0,0,468,0,False,0.4314,CONTINUE,NONE
CHK_007526,2026-01-11 09:03:00,5452.0,CARD,MOBILE,324,212,0,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,172,0.5299,0,1,623,1,False,0.5299,CONTINUE,NONE
CHK_007527,2026-01-23 22:48:00,7066.0,UPI,MOBILE,470,379,1,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,309,0.523,0,1,47,0,False,0.523,STOP,COOLDOWN
CHK_007528,2026-01-18 05:05:00,4500.0,CARD,DESKTOP,812,402,0,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,56,0.4748,0,1,434,0,False,0.4748,CONTINUE,NONE
CHK_007529,2026-01-17 22:34:00,13503.0,CARD,DESKTOP,608,331,1,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,13,0.4459,0,1,184,1,False,0.4459,STOP,COOLDOWN
CHK_007530,2026-01-11 23:25:00,5797.0,UPI,MOBILE,198,609,0,PAYMENT,Poor,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,116,0.2745,0,0,878,0,False,0.2745,CONTINUE,NONE
CHK_007531,2026-01-23 09:01:00,2586.0,WALLET,DESKTOP,648,201,0,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,18.0,37,0.6386,1,0,838,3,False,0.6386,STOP,IGNORED_INTERVENTIONS
CHK_007532,2026-01-17 03:01:00,7566.0,WALLET,MOBILE,649,119,0,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,355.0,375,0.5072,1,0,164,0,False,0.5072,CONTINUE,NONE
CHK_007533,2026-01-17 09:56:00,12026.0,WALLET,DESKTOP,182,468,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,212,0.1515,0,0,726,1,False,0.1515,STOP,LOW_RECOVERABILITY
CHK_007534,2026-01-30 02:31:00,6323.0,UPI,MOBILE,466,101,1,PAYMENT,Poor,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,81,0.5584,0,1,330,0,False,0.5584,STOP,COOLDOWN
CHK_007535,2026-01-03 20:09:00,5623.0,UPI,DESKTOP,634,390,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,5.0,5,0.6493,1,2,329,0,False,0.6493,STOP,COOLDOWN
CHK_007536,2026-01-15 21:46:00,14004.0,UPI,MOBILE,604,74,0,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,256,0.1291,0,2,120,0,False,0.1291,STOP,COOLDOWN
CHK_007537,2026-01-28 18:50:00,3020.0,CARD,MOBILE,150,341,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,116.0,119,0.421,1,2,212,1,False,0.421,STOP,COOLDOWN
CHK_007538,2026-01-17 16:36:00,6171.0,CARD,DESKTOP,201,227,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,224.0,342,0.2947,1,0,822,2,False,0.2947,STOP,IGNORED_INTERVENTIONS
CHK_007539,2026-01-14 17:55:00,3953.0,UPI,DESKTOP,604,32,0,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,1,1298.0,3516,0.2461,1,0,506,1,False,0.2461,CONTINUE,NONE
CHK_007540,2026-01-13 02:42:00,6323.0,UPI,DESKTOP,676,58,1,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,46.0,249,0.4412,1,0,552,0,True,0.4412,STOP,OPT_OUT
CHK_007541,2026-01-04 14:46:00,6486.0,WALLET,MOBILE,687,274,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,270,0.2352,0,0,864,0,False,0.2352,CONTINUE,NONE
CHK_007542,2026-01-29 20:01:00,7854.0,WALLET,MOBILE,646,435,1,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,13.0,315,0.5845,1,0,915,0,False,0.5845,CONTINUE,NONE
CHK_007543,2026-01-08 11:54:00,1718.0,CARD,MOBILE,677,486,1,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,121.0,216,0.554,1,1,800,0,False,0.554,CONTINUE,NONE
CHK_007544,2026-01-07 15:34:00,5333.0,CARD,DESKTOP,509,303,1,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,231,0.3328,0,4,167,0,False,0.3328,STOP,MAX_TOUCHES
CHK_007545,2026-01-28 21:03:00,7042.0,CARD,MOBILE,638,464,2,PAYMENT,Poor,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,354,0.404,0,0,994,3,False,0.404,STOP,IGNORED_INTERVENTIONS
CHK_007546,2026-01-21 10:17:00,1474.0,CARD,DESKTOP,698,65,0,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,3699,0.3263,0,0,545,1,False,0.3263,CONTINUE,NONE
CHK_007547,2026-01-15 17:41:00,11580.0,UPI,MOBILE,635,473,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,210,0.171,0,2,829,1,False,0.171,STOP,LOW_RECOVERABILITY
CHK_007548,2026-01-28 04:52:00,6685.0,CARD,DESKTOP,201,510,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,65,0.2606,0,0,995,1,False,0.2606,CONTINUE,NONE
CHK_007549,2026-01-29 03:48:00,4612.0,UPI,DESKTOP,159,487,0,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,1697,0.0883,0,2,986,2,False,0.0883,STOP,IGNORED_INTERVENTIONS
CHK_007550,2026-01-07 12:42:00,7079.0,WALLET,DESKTOP,294,68,1,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,221,0.4832,0,2,786,0,False,0.4832,CONTINUE,NONE
CHK_007551,2026-01-06 22:20:00,807.0,WALLET,DESKTOP,181,275,0,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,1,0,PAYMENT_FAILURE,0,,748,0.2355,0,3,426,2,False,0.2355,STOP,MAX_TOUCHES
CHK_007552,2026-01-21 14:50:00,4197.0,UPI,DESKTOP,181,326,1,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,37.0,55,0.5276,1,0,708,2,False,0.5276,STOP,IGNORED_INTERVENTIONS
CHK_007553,2026-01-17 22:03:00,8864.0,UPI,DESKTOP,570,379,0,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,109.0,125,0.5124,1,1,702,0,False,0.5124,CONTINUE,NONE
CHK_007554,2026-01-20 00:54:00,5765.0,CARD,MOBILE,686,358,2,OTP,Average,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,1,45.0,55,0.5633,1,1,220,0,False,0.5633,STOP,COOLDOWN
CHK_007555,2026-01-02 23:06:00,8380.0,WALLET,MOBILE,672,775,0,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,2866,0.0613,0,1,9,3,False,0.0613,STOP,COOLDOWN
CHK_007556,2026-01-22 14:35:00,4341.0,CARD,MOBILE,640,95,1,OTP,Good,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,1,112.0,476,0.4271,1,0,119,2,False,0.4271,STOP,IGNORED_INTERVENTIONS
CHK_007557,2026-01-13 11:55:00,4798.0,WALLET,DESKTOP,491,98,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,841,0.2639,0,0,634,0,False,0.2639,CONTINUE,NONE
CHK_007558,2026-01-25 22:31:00,1231.0,WALLET,MOBILE,410,570,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,1,0.4899,0,1,246,1,False,0.4899,STOP,COOLDOWN
CHK_007559,2026-01-06 16:54:00,6525.0,UPI,DESKTOP,242,644,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,62,0.2585,0,1,359,0,False,0.2585,STOP,COOLDOWN
CHK_007560,2026-01-23 03:50:00,1930.0,WALLET,DESKTOP,203,55,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,316,0.4146,0,2,908,0,False,0.4146,CONTINUE,NONE
CHK_007561,2026-01-03 10:56:00,4900.0,WALLET,DESKTOP,456,577,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,201,0.2423,0,2,220,0,False,0.2423,STOP,COOLDOWN
CHK_007562,2026-01-07 11:04:00,1386.0,WALLET,DESKTOP,134,548,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,5.0,10,0.4599,1,1,772,0,False,0.4599,CONTINUE,NONE
CHK_007563,2026-01-06 08:45:00,10759.0,UPI,DESKTOP,187,162,0,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,321,0.0435,0,0,505,1,False,0.0435,STOP,LOW_RECOVERABILITY
CHK_007564,2026-01-08 01:12:00,9316.0,WALLET,MOBILE,486,106,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,3530,0.1395,0,2,57,2,False,0.1395,STOP,COOLDOWN
CHK_007565,2026-01-02 21:59:00,8787.0,CARD,DESKTOP,131,188,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,873,0.3765,0,1,826,2,False,0.3765,STOP,IGNORED_INTERVENTIONS
CHK_007566,2026-01-14 17:55:00,6441.0,WALLET,DESKTOP,610,89,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,173,0.5964,0,3,459,0,False,0.5964,STOP,MAX_TOUCHES
CHK_007567,2026-01-09 16:31:00,6319.0,WALLET,DESKTOP,380,140,0,PAYMENT,Good,FAILED,AUTH_TIMEOUT,1,1,PAYMENT_FAILURE,0,,3093,0.2331,0,3,127,2,False,0.2331,STOP,MAX_TOUCHES
CHK_007568,2026-01-17 12:49:00,13605.0,UPI,MOBILE,129,78,0,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,295,0.02,0,0,698,0,False,0.02,STOP,LOW_RECOVERABILITY
CHK_007569,2026-01-09 08:54:00,1271.0,UPI,DESKTOP,289,601,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,254,0.1869,0,2,716,0,False,0.1869,STOP,LOW_RECOVERABILITY
CHK_007570,2026-01-26 11:18:00,2876.0,CARD,MOBILE,691,404,1,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,178,0.5934,0,0,85,3,False,0.5934,STOP,IGNORED_INTERVENTIONS
CHK_007571,2026-01-30 11:27:00,5092.0,CARD,DESKTOP,623,143,1,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,3767,0.2053,0,0,103,0,False,0.2053,CONTINUE,NONE
CHK_007572,2026-01-25 07:45:00,7103.0,WALLET,MOBILE,211,485,0,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,210,0.3338,0,1,142,0,False,0.3338,STOP,COOLDOWN
CHK_007573,2026-01-30 18:31:00,5948.0,CARD,MOBILE,236,564,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,1156,0.1916,0,0,204,0,False,0.1916,STOP,LOW_RECOVERABILITY
CHK_007574,2026-01-01 06:05:00,5032.0,UPI,DESKTOP,258,462,2,OTP,Poor,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,0,,310,0.489,0,2,640,0,False,0.489,CONTINUE,NONE
CHK_007575,2026-01-03 08:31:00,5530.0,WALLET,MOBILE,524,320,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,37,0.6039,0,0,757,2,False,0.6039,STOP,IGNORED_INTERVENTIONS
CHK_007576,2026-01-11 11:46:00,7312.0,UPI,DESKTOP,201,33,0,OTP,Average,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,0,,38,0.5512,0,0,37,3,False,0.5512,STOP,IGNORED_INTERVENTIONS
CHK_007577,2026-01-02 01:55:00,4701.0,CARD,DESKTOP,696,697,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,252,0.2822,0,1,362,2,True,0.2822,STOP,OPT_OUT
CHK_007578,2026-01-09 00:13:00,883.0,UPI,MOBILE,502,440,1,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,86,0.5668,0,2,620,2,False,0.5668,STOP,IGNORED_INTERVENTIONS
CHK_007579,2026-01-18 12:07:00,12283.0,WALLET,MOBILE,310,63,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,155,0.2604,0,3,308,1,False,0.2604,STOP,MAX_TOUCHES
CHK_007580,2026-01-20 02:33:00,958.0,WALLET,DESKTOP,210,61,2,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,14.0,46,0.711,1,2,51,2,False,0.711,STOP,COOLDOWN
CHK_007581,2026-01-03 10:52:00,8750.0,WALLET,DESKTOP,146,142,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,3363,0.283,0,1,0,0,False,0.283,STOP,COOLDOWN
CHK_007582,2026-01-06 09:01:00,2629.0,CARD,DESKTOP,321,268,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,475.0,929,0.3921,1,0,10,3,False,0.3921,STOP,IGNORED_INTERVENTIONS
CHK_007583,2026-01-28 09:30:00,11442.0,CARD,MOBILE,660,158,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,306,0.1316,0,0,825,0,False,0.1316,STOP,LOW_RECOVERABILITY
CHK_007584,2026-01-20 01:10:00,1713.0,UPI,DESKTOP,381,441,1,OTP,Good,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,0,,1119,0.4208,0,0,746,3,False,0.4208,STOP,IGNORED_INTERVENTIONS
CHK_007585,2026-01-25 06:50:00,4939.0,WALLET,MOBILE,538,168,1,OTP,Good,FAILED,OTP_TIMEOUT,0,0,OTP_FRICTION,0,,1418,0.3152,0,1,639,0,False,0.3152,CONTINUE,NONE
CHK_007586,2026-01-03 02:11:00,4517.0,UPI,DESKTOP,496,476,0,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,250,0.2144,0,1,935,1,False,0.2144,CONTINUE,NONE
CHK_007587,2026-01-07 00:01:00,7555.0,CARD,DESKTOP,265,201,0,PAYMENT,Average,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,16,0.5122,0,0,213,1,False,0.5122,CONTINUE,NONE
CHK_007588,2026-01-17 03:10:00,4782.0,CARD,DESKTOP,486,751,1,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,60.0,219,0.2024,1,2,994,3,False,0.2024,STOP,IGNORED_INTERVENTIONS
CHK_007589,2026-01-15 13:46:00,8684.0,UPI,DESKTOP,476,107,2,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,50.0,68,0.653,1,1,955,2,False,0.653,STOP,IGNORED_INTERVENTIONS
CHK_007590,2026-01-20 03:22:00,8518.0,UPI,MOBILE,547,163,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,1001,0.4693,0,0,754,0,False,0.4693,CONTINUE,NONE
CHK_007591,2026-01-14 09:24:00,12637.0,CARD,DESKTOP,483,406,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,147.0,340,0.116,1,0,555,1,False,0.116,STOP,LOW_RECOVERABILITY
CHK_007592,2026-01-18 05:27:00,11803.0,WALLET,DESKTOP,285,422,1,PAYMENT,Poor,FAILED,INSUFFICIENT_FUNDS,1,0,PAYMENT_FAILURE,0,,82,0.2911,0,2,517,0,False,0.2911,CONTINUE,NONE
CHK_007593,2026-01-27 18:25:00,7469.0,CARD,MOBILE,629,413,0,OTP,Poor,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,78.0,173,0.5853,1,2,667,0,False,0.5853,CONTINUE,NONE
CHK_007594,2026-01-21 12:43:00,1068.0,CARD,DESKTOP,384,306,1,OTP,Good,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,1,73.0,123,0.5217,1,3,414,0,False,0.5217,STOP,MAX_TOUCHES
CHK_007595,2026-01-07 05:39:00,10994.0,UPI,DESKTOP,499,312,0,PAYMENT,Poor,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,619.0,800,0.3552,1,0,7,0,False,0.3552,CONTINUE,NONE
CHK_007596,2026-01-01 21:50:00,3940.0,CARD,DESKTOP,786,109,0,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,352,0.2993,0,4,4,1,False,0.2993,STOP,MAX_TOUCHES
CHK_007597,2026-01-19 05:17:00,8950.0,WALLET,MOBILE,266,523,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,12.0,26,0.4003,1,0,361,3,False,0.4003,STOP,IGNORED_INTERVENTIONS
CHK_007598,2026-01-29 04:39:00,3043.0,UPI,MOBILE,296,66,2,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,1,7.0,48,0.5379,1,0,693,3,False,0.5379,STOP,IGNORED_INTERVENTIONS
CHK_007599,2026-01-25 09:41:00,3162.0,UPI,MOBILE,496,169,0,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,359,0.4124,0,4,111,0,False,0.4124,STOP,MAX_TOUCHES
CHK_007600,2026-01-13 02:08:00,8682.0,CARD,DESKTOP,220,102,0,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,65.0,139,0.6878,1,0,272,0,False,0.6878,CONTINUE,NONE
CHK_007601,2026-01-28 22:29:00,988.0,CARD,DESKTOP,227,470,1,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,903,0.4726,0,1,421,0,False,0.4726,CONTINUE,NONE
CHK_007602,2026-01-22 08:02:00,10901.0,WALLET,DESKTOP,555,465,2,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,129,0.6257,0,0,264,0,False,0.6257,CONTINUE,NONE
CHK_007603,2026-01-04 04:05:00,8692.0,WALLET,DESKTOP,861,182,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,174,0.328,0,1,457,0,False,0.328,CONTINUE,NONE
CHK_007604,2026-01-26 09:21:00,7886.0,WALLET,DESKTOP,120,38,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,31.0,192,0.4519,1,3,211,0,False,0.4519,STOP,MAX_TOUCHES
CHK_007605,2026-01-06 09:42:00,3443.0,WALLET,DESKTOP,556,115,3,PAYMENT,Average,FAILED,AUTH_TIMEOUT,1,1,PAYMENT_FAILURE,1,123.0,132,0.6242,1,0,77,1,False,0.6242,CONTINUE,NONE
CHK_007606,2026-01-04 14:02:00,11510.0,UPI,DESKTOP,368,474,2,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,1374,0.5182,0,1,781,1,False,0.5182,CONTINUE,NONE
CHK_007607,2026-01-14 03:05:00,10757.0,CARD,MOBILE,332,318,2,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,111,0.2834,0,0,665,1,False,0.2834,CONTINUE,NONE
CHK_007608,2026-01-23 05:09:00,4845.0,WALLET,DESKTOP,739,497,1,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,23.0,293,0.6056,1,1,220,0,False,0.6056,STOP,COOLDOWN
CHK_007609,2026-01-24 12:24:00,4017.0,WALLET,MOBILE,435,361,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,164.0,164,0.4464,1,0,368,1,False,0.4464,CONTINUE,NONE
CHK_007610,2026-01-15 19:07:00,14014.0,WALLET,DESKTOP,689,290,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,799,0.137,0,0,957,2,False,0.137,STOP,IGNORED_INTERVENTIONS
CHK_007611,2026-01-22 22:31:00,9125.0,UPI,MOBILE,717,268,1,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,66,0.5357,0,0,346,0,False,0.5357,CONTINUE,NONE
CHK_007612,2026-01-09 12:42:00,5719.0,UPI,DESKTOP,475,255,2,PAYMENT,Poor,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,75,0.5838,0,0,24,0,False,0.5838,CONTINUE,NONE
CHK_007613,2026-01-10 19:36:00,6095.0,WALLET,MOBILE,160,680,0,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,86,0.2819,0,3,975,0,False,0.2819,STOP,MAX_TOUCHES
CHK_007614,2026-01-23 19:48:00,3244.0,UPI,MOBILE,256,215,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,197,0.4811,0,0,419,0,False,0.4811,CONTINUE,NONE
CHK_007615,2026-01-09 18:55:00,1790.0,UPI,DESKTOP,265,233,0,PAYMENT,Average,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,1,99.0,253,0.2761,1,0,353,0,False,0.2761,CONTINUE,NONE
CHK_007616,2026-01-23 03:27:00,8845.0,UPI,DESKTOP,741,50,0,OTP,Average,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,1,10.0,108,0.4733,1,0,719,0,False,0.4733,CONTINUE,NONE
CHK_007617,2026-01-04 01:32:00,8361.0,WALLET,DESKTOP,599,63,1,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,231,0.2672,0,0,416,0,False,0.2672,CONTINUE,NONE
CHK_007618,2026-01-13 21:08:00,8083.0,UPI,DESKTOP,697,154,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,301,0.2347,0,2,514,0,False,0.2347,CONTINUE,NONE
CHK_007619,2026-01-04 04:09:00,9172.0,CARD,MOBILE,603,227,1,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,1,1373.0,4279,0.1888,1,4,214,1,False,0.1888,STOP,MAX_TOUCHES
CHK_007620,2026-01-19 13:04:00,4590.0,UPI,MOBILE,193,246,1,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,1244.0,2342,0.3535,1,0,906,0,False,0.3535,CONTINUE,NONE
CHK_007621,2026-01-04 20:55:00,566.0,CARD,MOBILE,157,22,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,645,0.4774,0,3,111,1,False,0.4774,STOP,MAX_TOUCHES
CHK_007622,2026-01-30 13:27:00,4140.0,CARD,MOBILE,322,292,0,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,119.0,120,0.5882,1,1,953,0,False,0.5882,CONTINUE,NONE
